Time,Time Code,Country Name,Country Code,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate) [SL.TLF.CACT.ZS]","Labor force participation rate, total (% of total population ages 15+) (national estimate) [SL.TLF.CACT.NE.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],"Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]","Employment to population ratio, 15+, total (%) (national estimate) [SL.EMP.TOTL.SP.NE.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Children in employment, total (% of children ages 7-14) [SL.TLF.0714.ZS]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG]
2019,YR2019,Indonesia,IDN,68.24,68.24,28.72393,3.497849,22.29776,48.97831,65.79,65.79,3.59,3.59,..,5.01928768,4.039135657
2019,YR2019,"Iran, Islamic Rep.",IRN,43.69,43.69,16.97914,3.629303,32.25344,50.76744,38.998,39,10.74,10.74,..,-2.658206662,-3.72270715
2019,YR2019,Iraq,IRQ,42.101,..,20.05735,2.083688,20.80514,59.13751,35.74,..,15.11,..,..,5.513790575,3.044174774
2019,YR2019,Ireland,IRL,62.34,62.34,4.434378,4.196294,18.76798,76.79764,59.254,59.25,4.95,4.95,..,5.440937334,4.00871471
2019,YR2019,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,0.25488493,0.066159735
2019,YR2019,Israel,ISR,63.5,65,0.9236776,3.898037,17.05686,82.01945,61.087,62.57,3.8,3.73,..,4.156137989,2.186673573
2019,YR2019,Italy,ITA,49.89,49.89,3.890345,5.967837,25.86684,70.24281,44.926,44.93,9.95,9.95,..,0.483198317,1.648503393
2019,YR2019,Jamaica,JAM,67.224,64.35,15.23063,3.569781,16.188,68.58138,63.87,61.14,4.99,4.99,..,0.892291654,0.822801591
2019,YR2019,Japan,JPN,62.01,62.01,3.265643,1.830512,24.24994,72.48443,60.553,60.55,2.35,2.35,..,-0.402169201,-0.262170829
2019,YR2019,Jordan,JOR,39.24,39.24,3.356185,3.135416,18.43838,78.2054,32.648,32.65,16.8,16.8,..,1.751239735,-0.520070441
2019,YR2019,Kazakhstan,KAZ,70.08,70.08,15.60106,1.410656,20.62079,63.77815,66.716,66.72,4.8,4.8,..,4.5,3.16101154
2019,YR2019,Kenya,KEN,73.926,67.8,33.58759,1.568019,15.00087,51.41155,70.222,64.4,5.01,5.01,..,5.114158858,3.05495785
2019,YR2019,Kiribati,KIR,..,35.9,..,..,..,..,..,32.83,..,8.56,..,-2.162162162,-3.721381091
2019,YR2019,"Korea, Dem. People's Rep.",PRK,74.868,..,44.59348,1.670566,13.55366,41.85288,72.784,..,2.783,..,..,..,..
2019,YR2019,"Korea, Rep.",KOR,63.57,63.57,5.142991,5.65152,24.57809,70.27889,61.186,61.19,3.75,3.75,..,2.24397786,1.8889146
2019,YR2019,Kosovo,XKX,..,35.7,..,..,..,..,..,26.75,..,25.07,..,4.756830619,5.237433159
2019,YR2019,Kuwait,KWT,73.037,..,2.013586,0.6295366,24.98827,72.99815,71.462,..,2.156,..,..,-0.551959332,-3.326745749
2019,YR2019,Kyrgyz Republic,KGZ,60.17,64.25,18.14366,2.006108,26.6569,55.1994,57.613,61.52,4.25,4.25,..,4.600625666,2.439335207
2019,YR2019,Lao PDR,LAO,59.5,..,59.18631,0.5612022,10.19534,30.61838,57.553,..,3.273,..,..,5.457735092,3.892447903
2019,YR2019,Latvia,LVA,61.23,61.23,7.293753,4.090887,23.71906,68.98719,57.366,57.36,6.31,6.31,..,2.569703888,3.285293261
2019,YR2019,Lebanon,LBN,48.89,48.89,3.823768,9.420182,20.47931,75.69692,43.365,43.37,11.3,11.3,..,-6.914924729,-4.195225512
2019,YR2019,Lesotho,LSO,64.76,57.65,29.83415,3.003403,34.37463,35.79121,53.828,47.93,16.88,16.88,..,-0.764225981,-1.998597161
2019,YR2019,Liberia,LBR,76.681,..,40.71477,1.420779,7.937348,51.34789,74.368,..,3.017,..,..,-2.467297635,-4.343455886
2019,YR2019,Libya,LBY,47.627,..,16.93514,2.95826,18.48233,64.58253,38.286,..,19.612,..,..,-11.19569459,-12.42986729
2019,YR2019,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Lithuania,LTU,62.09,62.09,6.436174,2.567491,25.69973,67.8641,58.203,58.2,6.26,6.26,..,4.625103139,4.902417213
2019,YR2019,Luxembourg,LUX,60.65,60.65,0.6816368,3.272661,10.81193,88.50644,57.26,57.25,5.59,5.59,..,2.319925201,0.331126121
2019,YR2019,"Macao SAR, China",MAC,69.475,..,1.241904,3.103222,9.610391,89.14771,68.259,..,1.75,1.75,..,-2.511937846,-4.371936736
2019,YR2019,Madagascar,MDG,85.546,..,74.18972,4.479242,10.0428,15.76753,83.971,..,1.841,..,..,4.41123213,1.807532126
2019,YR2019,Malawi,MWI,67.416,..,62.39201,1.345222,7.780389,29.8276,64.091,..,4.932,..,..,5.448181336,2.656769068
2019,YR2019,Malaysia,MYS,65.595,68.69,10.2274,3.668026,27.49846,62.27414,63.456,66.45,3.26,3.26,..,4.413187421,3.124896133
2019,YR2019,Maldives,MDV,63.63,63.63,10.00217,3.332526,24.87342,65.12441,60.728,60.73,4.56,4.56,..,7.097466015,3.966321169
2019,YR2019,Mali,MLI,69.04,..,65.66985,0.6038513,8.31087,26.01929,67.922,..,1.619,..,..,4.756160808,1.531457069
2019,YR2019,Malta,MLT,60.765,61.5,1.011574,4.80488,19.03105,79.95738,58.565,59.27,3.62,3.62,..,7.00882545,2.88354821
2019,YR2019,Marshall Islands,MHL,..,45.06,..,..,..,..,..,42.2,..,6.34,..,10.83921368,13.96406274
2019,YR2019,Mauritania,MRT,40.981,45.47,30.64142,4.040474,18.05664,51.30194,36.718,40.73,10.402,10.42,..,5.296637357,2.579174767
2019,YR2019,Mauritius,MUS,59.015,59.07,5.584274,3.204619,23.93831,70.47742,55.28,55.33,6.33,6.33,..,2.891284993,2.858125324
2019,YR2019,Mexico,MEX,61.167,60.17,12.30098,4.785059,25.7352,61.96383,59.038,58.08,3.48,3.48,..,-0.199047772,-1.053918176
2019,YR2019,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,1.174799228,0.766026842
2019,YR2019,Moldova,MDA,42.26,69.33,39.38083,0.410385,15.61395,45.00512,40.105,68.29,5.1,1.5,..,3.552314085,5.22280985
2019,YR2019,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,6.905665492,6.891232044
2019,YR2019,Mongolia,MNG,62.95,62.95,27.81512,1.434051,20.85298,51.3319,59.523,57.11,5.443,9.27,..,5.602244219,3.366368425
2019,YR2019,Montenegro,MNE,57.41,57.42,7.149397,7.252504,19.41273,73.43748,48.724,48.73,15.13,15.13,..,4.062944992,4.096236943
2019,YR2019,Morocco,MAR,45.44,..,33.94238,2.464002,22.36728,43.69034,41.241,..,9.242,..,..,2.890974761,1.802657182
2019,YR2019,Mozambique,MOZ,78.838,..,71.2526,2.811815,8.653762,20.09363,76.106,..,3.465,..,..,2.314442594,-0.596713503
2019,YR2019,Myanmar,MMR,60.5,60.5,49.7566,2.497746,16.64056,33.60283,60.252,60.26,0.41,0.41,..,6.750460146,5.99733705
2019,YR2019,Namibia,NAM,58.878,..,22.10058,6.495984,16.13975,61.75967,47.101,..,20.002,..,..,-0.839154686,-2.499398215
2019,YR2019,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,8.256880734,6.400844533
2019,YR2019,Nepal,NPL,40.189,..,62.3022,1.06947,15.86009,21.8377,35.929,..,10.599,..,..,6.657055428,5.451916541
2019,YR2019,Netherlands,NLD,64.78,64.78,2.078814,3.844637,16.11124,81.80994,62.59,62.59,3.38,3.38,..,1.955588416,1.289889121
2019,YR2019,New Caledonia,NCL,57.588,57.86,3.655575,5.020653,27.58611,68.75831,51.322,51.56,10.88,10.88,..,-1.4,-1.425446099
2019,YR2019,New Zealand,NZL,70.55,70.54,5.823697,6.275842,19.51343,74.66284,67.65,67.65,4.11,4.11,..,2.445983155,0.828804838
2019,YR2019,Nicaragua,NIC,64.977,..,28.76692,5.565716,17.88019,53.35289,61.596,..,5.202,..,..,-2.896488078,-4.232565457
2019,YR2019,Niger,NER,73.477,..,71.31016,0.7392319,7.274385,21.41546,73.071,..,0.552,..,..,5.941396863,2.026402986
2019,YR2019,Nigeria,NGA,58.87,58.87,35.51901,2.044358,12.19518,52.2858,55.805,52.58,5.206,10.7,..,2.208429277,-0.263456378
2019,YR2019,North Macedonia,MKD,55.47,55.28,13.92006,3.903215,31.12617,54.95378,45.824,45.67,17.39,17.39,..,3.910419538,3.886552146
2019,YR2019,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,-11.32075472,-10.52748296
2019,YR2019,Norway,NOR,63.987,64.18,2.039814,1.690223,19.42179,78.53839,61.626,61.82,3.69,3.69,..,1.123746964,0.443398578
2019,YR2019,Oman,OMN,69.879,68.7,4.226548,1.114672,47.04473,48.72872,68.587,66.8,1.85,..,..,-1.128711062,-1.163316683
2019,YR2019,Pakistan,PAK,51.6,51.6,38.3089,1.414077,24.33151,37.3596,49.108,49.11,4.83,4.83,..,2.497636929,0.862674222
2019,YR2019,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,0.395968323,0.104575693
2019,YR2019,Panama,PAN,66.05,66.05,14.40703,2.903307,17.71688,67.87614,61.869,61.82,6.33,6.41,..,3.281874934,1.640187476
2019,YR2019,Papua New Guinea,PNG,47.411,..,19.22296,2.741949,9.119803,71.65723,46.258,..,2.432,..,..,4.480430622,2.145463386
2019,YR2019,Paraguay,PRY,72.39,72.39,18.72229,6.038301,18.14247,63.13524,67.619,67.62,6.59,6.59,..,-0.401855101,-1.724202051
2019,YR2019,Peru,PER,77.36,77.36,25.56845,3.904161,16.3108,58.12072,74.745,74.75,3.38,3.38,..,2.240631769,0.306641969
2019,YR2019,Philippines,PHL,59.44,59.44,22.85808,2.945067,19.11629,58.02565,58.109,58.11,2.24,2.24,..,6.118525662,4.376525552
2019,YR2019,Poland,POL,56.989,56.2,9.153646,4.026762,32.13301,58.71334,55.119,54.36,3.28,3.28,..,4.450036364,4.475553602
2019,YR2019,Portugal,PRT,59.25,59.25,5.497557,4.833881,24.67621,69.82623,55.422,55.42,6.46,6.46,..,2.682759921,2.658392606
2019,YR2019,Puerto Rico,PRI,40.9,..,1.24674,3.950202,12.58188,86.17128,37.505,..,8.3,8.3,..,1.675063105,1.664238799
2019,YR2019,Qatar,QAT,87.411,88.1,1.197101,0.3351922,53.9244,44.87855,87.323,87.88,0.1,0.1,..,0.774808388,-0.679178208
2019,YR2019,Romania,ROU,55.14,55.14,21.24067,1.143619,30.07253,48.6868,52.984,52.98,3.91,3.91,..,3.853163833,4.401721366
2019,YR2019,Russian Federation,RUS,61.898,62.21,5.833275,1.417624,26.78458,67.38214,59.113,59.42,4.5,4.5,..,2.198075714,2.243979517
2019,YR2019,Rwanda,RWA,52.84,58.45,52.67843,0.0489122,15.65321,31.66836,46.272,51.88,12.43,11.24,..,9.46402534,6.878002017
2019,YR2019,Samoa,WSM,53.989,..,25.02952,2.877385,15.88155,59.08738,49.051,..,9.147,..,..,4.451858917,3.365466916
2019,YR2019,San Marino,SMR,..,..,..,..,..,..,..,94.83,..,7.54,..,2.065685147,1.999986596
2019,YR2019,Sao Tome and Principe,STP,54.074,..,18.19343,2.339131,19.58362,62.22464,46.461,..,14.078,..,..,2.210855833,0.660539495
2019,YR2019,Saudi Arabia,SAU,58.398,57.89,3.475679,1.751568,24.24594,72.27836,55.104,54.63,5.64,5.64,..,0.832280327,-1.445208185
2019,YR2019,Senegal,SEN,50.71,50.71,22.98974,1.820395,21.14452,55.86574,49.26,49.26,2.86,2.86,..,4.613628097,1.82926307
2019,YR2019,Serbia,SRB,54.823,54.63,15.61212,3.362771,27.42832,56.95956,49.127,48.95,10.39,10.39,..,4.331734906,4.893094256
2019,YR2019,Seychelles,SYC,..,66.59,..,..,..,..,..,64.62,..,2.97,..,4.876946199,3.949839366
2019,YR2019,Sierra Leone,SLE,53.809,..,44.47901,2.916665,11.00477,44.51625,52.091,..,3.193,..,..,5.253746313,2.826763051
2019,YR2019,Singapore,SGP,70.446,68.04,0.4045587,4.259314,14.71341,84.88203,68.262,65.17,3.1,3.1,..,1.331261327,0.178353465
2019,YR2019,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,8.8,6.93558931
2019,YR2019,Slovak Republic,SVK,59.69,59.7,2.786222,2.986504,36.09418,61.1196,56.258,56.26,5.75,5.76,..,2.509723144,2.371092536
2019,YR2019,Slovenia,SVN,58.07,58.08,4.284414,3.58776,34.10414,61.61145,55.486,55.49,4.45,4.45,..,3.451079244,2.73324724
2019,YR2019,Solomon Islands,SLB,83.981,..,38.71067,0.9999675,10.45066,50.83867,83.356,..,0.744,..,..,1.749514287,-0.623761218
2019,YR2019,Somalia,SOM,34.03,34.03,26.88612,1.079245,17.10801,56.00586,27.623,27.62,18.828,18.83,..,7.456521543,3.62251847
2019,YR2019,South Africa,ZAF,58.33,58.33,16.4066,5.670487,19.67171,63.9217,43.433,43.43,25.54,25.54,..,0.303453235,-0.987175236
2019,YR2019,South Sudan,SSD,70.562,..,62.32307,1.533241,12.87587,24.80103,61.954,..,12.199,..,..,..,..
2019,YR2019,Spain,ESP,57.516,57.92,4.030812,4.826513,20.43057,75.53858,49.406,49.75,14.1,14.1,..,1.983966223,1.254631755
2019,YR2019,Sri Lanka,LKA,52.25,52.25,25.32719,2.770096,27.60672,47.06609,49.81,49.81,4.67,4.67,..,-0.220483887,-0.829146715
2019,YR2019,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,4.047063509,4.153919355
2019,YR2019,St. Lucia,LCA,69.5,69.46,10.05726,4.80688,14.63652,75.30505,58.853,58.8,15.32,15.34,..,-0.649970292,-1.036615553
2019,YR2019,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,St. Vincent and the Grenadines,VCT,65.143,..,10.42673,5.00455,20.0392,69.53641,52.707,..,19.09,..,..,0.662073229,1.004572182
2019,YR2019,Sudan,SDN,48.534,..,40.6868,5.082561,14.22637,45.08683,39.999,..,17.586,..,..,-2.178251045,-4.968250702
2019,YR2019,Suriname,SUR,56.338,..,7.634594,3.649027,26.09012,66.27484,51.815,..,8.029,..,..,1.168797882,0.05885853
2019,YR2019,Sweden,SWE,64.536,73.36,1.690581,3.619797,18.41933,79.89008,60.128,68.34,6.83,6.83,..,1.986195874,0.957561656
2019,YR2019,Switzerland,CHE,68.23,68.23,2.592748,5.565365,20.34204,77.06521,65.235,65.23,4.39,4.39,..,1.141982325,0.423089768
2019,YR2019,Syrian Arab Republic,SYR,44.373,..,13.0646,2.169329,21.30082,65.63461,40.494,..,8.742,..,..,1.220705221,-2.630992159
2019,YR2019,Tajikistan,TJK,41.007,..,43.57244,3.490633,19.12898,37.29857,38.119,..,7.044,..,..,7.4,4.997436201
2019,YR2019,Tanzania,TZA,83.823,..,65.07989,2.991301,6.879666,28.04046,81.967,..,2.214,..,..,5.8,2.667817082
2019,YR2019,Thailand,THA,66.96,66.96,31.49059,2.541166,22.88935,45.62006,66.478,66.48,0.72,0.72,..,2.114557796,1.856848998
2019,YR2019,Timor-Leste,TLS,66.794,..,42.41051,0.9511601,13.58053,44.00877,63.82,..,4.452,..,..,23.51379251,21.7202719
2019,YR2019,Togo,TGO,57.854,..,31.82534,1.564997,19.68338,48.49128,55.71,..,3.707,..,..,4.922925917,2.422840817
2019,YR2019,Tonga,TON,53.789,..,31.31847,1.084209,26.02101,42.66333,52.582,..,2.244,..,..,0.706483434,0.897435309
2019,YR2019,Trinidad and Tobago,TTO,56.91,56.91,3.082895,5.310034,26.16233,70.75478,54.907,54.91,3.52,3.52,..,0.110394085,-0.893769241
2019,YR2019,Tunisia,TUN,46.886,48.93,14.29192,5.75768,33.32943,52.37864,39.792,40.54,15.13,17.15,..,1.588012807,0.607712765
2019,YR2019,Turkiye,TUR,52.91,52.91,18.10844,4.467519,25.31923,56.57231,45.677,45.68,13.67,13.67,..,0.783610198,-0.028123353
2019,YR2019,Turkmenistan,TKM,46.803,..,23.24518,3.354309,33.368,43.38682,44.825,..,4.226,..,..,6.300000042,4.688624039
2019,YR2019,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,5.324551483,1.429890144
2019,YR2019,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,13.82198443,12.8765846
2019,YR2019,Uganda,UGA,70.005,..,63.51083,4.057516,9.024741,27.46441,67.517,..,3.554,..,..,6.438745034,2.885708923
2019,YR2019,Ukraine,UKR,56.32,56.32,15.10302,0.8437296,23.90976,60.98722,51.707,51.7,8.19,8.19,..,3.199503864,3.793723912
2019,YR2019,United Arab Emirates,ARE,82.474,80.2,2.241195,3.535585,28.84476,68.91404,80.552,78.33,2.33,2.33,..,1.108348135,0.323686527
2019,YR2019,United Kingdom,GBR,63.21,63.21,1.047265,2.213711,18.12284,80.82989,60.846,60.85,3.74,3.74,..,1.604308648,1.032740842
2019,YR2019,United States,USA,62.628,63.1,1.679713,2.112731,19.61797,78.70235,60.329,60.78,3.67,3.67,..,2.294439078,1.829668388
2019,YR2019,Uruguay,URY,63.7,63.7,8.535695,3.831608,18.86989,72.59447,58.139,58.13,8.73,8.73,..,0.744431645,0.704262098
2019,YR2019,Uzbekistan,UZB,56.416,74.86,24.33034,12.06978,24.52741,51.14227,53.11,68.14,5.861,8.98,..,5.981561944,4.011392185
2019,YR2019,Vanuatu,VUT,69.208,58.6,49.2267,0.5492564,7.938522,42.83397,67.991,55.41,1.757,5.44,..,3.241187655,0.831127737
2019,YR2019,"Venezuela, RB",VEN,55.266,..,11.64183,2.365426,17.80503,70.55313,52.452,..,5.092,..,..,..,..
2019,YR2019,Viet Nam,VNM,75.63,75.63,34.97985,2.123161,28.80812,36.21203,74.359,74.36,1.68,1.68,..,7.359281,6.392604079
2019,YR2019,Virgin Islands (U.S.),VIR,52.303,..,1.8386,3.020557,17.19064,80.97076,45.843,..,12.35,..,..,2.777777778,3.097666614
2019,YR2019,West Bank and Gaza,PSE,44.27,44.27,6.045295,6.529683,30.36652,63.58808,33.052,33.05,25.34,25.34,..,1.362687466,-1.151613665
2019,YR2019,"Yemen, Rep.",YEM,38.032,..,29.99571,6.567441,10.89766,59.10663,33.096,..,12.978,..,..,..,..
2019,YR2019,Zambia,ZMB,59.54,59.54,57.37186,0.2964362,9.09218,33.53595,56.241,56.24,5.54,5.54,..,1.441306026,-1.564236877
2019,YR2019,Zimbabwe,ZWE,65.79,65.79,62.39797,0.2830788,11.19596,26.40608,60.941,60.94,7.37,7.37,..,-6.332446407,-8.177320352
2019,YR2019,Africa Eastern and Southern,AFE,70.01014185,..,55.96057918,2.470904958,10.77762067,33.26180591,65.02428634,..,7.121663119,..,..,2.087765413,-0.587557018
2019,YR2019,Africa Western and Central,AFW,61.8775954,..,44.31363022,2.124600593,12.47307262,43.21329363,59.24066273,..,4.2614142,..,..,3.212407147,0.56358047
2019,YR2019,Arab World,ARB,46.54919649,..,17.83935695,4.689116834,24.85851591,57.30212442,41.81754427,..,10.16515832,..,..,1.377703184,-0.671140196
2019,YR2019,Caribbean small states,CSS,62.34599669,61.02754218,10.71751769,4.078470983,19.33489634,69.94762262,58.07928942,57.18316995,6.844145295,6.258000804,..,0.826853047,0.155244611
2019,YR2019,Central Europe and the Baltics,CEB,57.17963449,56.91494729,9.269684709,3.337886582,31.88385738,58.84645873,55.01741536,54.7618326,3.780900505,3.781699492,..,3.939550679,4.081570269
2019,YR2019,Early-demographic dividend,EAR,54.53129718,54.02728625,34.12619295,3.146548295,22.8366035,43.03719653,51.15056088,50.59443268,6.199371888,6.34473928,..,2.390262687,1.126593089
2019,YR2019,East Asia & Pacific,EAS,66.81086353,..,24.60319424,3.717283608,25.62159365,49.77521318,64.2608473,66.16044916,3.816317549,4.209725841,..,3.961600412,3.410616692
2019,YR2019,East Asia & Pacific (excluding high income),EAP,67.33016464,..,27.13585324,3.752630204,25.79247046,47.07167705,64.70687583,66.87183136,3.895632475,4.339889033,..,5.782893628,5.186929935
2019,YR2019,East Asia & Pacific (IDA & IBRD countries),TEA,67.23505739,..,26.88769872,3.782226074,25.96644119,47.14586056,64.60496421,66.87183136,3.911264641,4.339889033,..,5.782907819,5.18552305
2019,YR2019,Euro area,EMU,57.2813424,57.33625303,2.960649107,4.59934409,23.45313315,73.58622083,52.97238384,53.02103758,7.522523889,7.517040602,..,1.583982869,1.469013678
2019,YR2019,Europe & Central Asia,ECS,58.34454995,59.42573539,7.939115947,3.659626919,24.43756159,67.62332074,54.46849299,55.39623049,6.64345037,6.740244871,..,1.798952171,1.534042305
2019,YR2019,Europe & Central Asia (excluding high income),ECA,58.29573946,60.71048618,13.8184745,3.14936588,25.32186474,60.85965496,54.09107701,56.13694124,7.212846495,7.468131236,..,2.242776877,1.854996806
2019,YR2019,Europe & Central Asia (IDA & IBRD countries),TEC,57.97153182,59.95555816,13.6596283,3.155470975,26.1600079,60.180359,54.07142744,55.75033981,6.72767675,6.936841161,..,2.646189433,2.338612042
2019,YR2019,European Union,EUU,57.38792969,57.56468228,4.349884554,4.303714372,24.98928155,70.66083663,53.5544844,53.71514734,6.679809779,6.675861581,..,1.806879835,1.723568893
2019,YR2019,Fragile and conflict affected situations,FCS,60.78761167,..,46.68937054,1.889642634,12.91577142,40.39485655,57.15049399,..,5.983253264,..,..,2.213677649,-0.034248463
2019,YR2019,Heavily indebted poor countries (HIPC),HPC,67.85691706,..,56.925845,2.316635402,11.08297467,31.99118409,64.71213726,..,4.63446813,..,..,4.166104524,1.292633895
2019,YR2019,High income,HIC,61.01418,61.17409744,3.177255255,3.285960955,22.7827383,74.04001611,58.10196028,58.24181304,4.772801374,4.794876578,..,1.756643828,1.328529304
2019,YR2019,IBRD only,IBD,59.55116653,56.51883358,26.53005566,3.527879182,25.28366095,48.18627902,55.98900498,57.43559579,5.981254976,6.130648913,..,3.988179159,3.173430999
2019,YR2019,IDA & IBRD total,IBT,59.95176757,..,31.27547276,3.328477455,22.94128062,45.78324414,56.52371913,57.08025813,5.717657886,6.148583483,..,3.979987863,2.77784348
2019,YR2019,IDA blend,IDB,57.73856446,57.93857211,36.51605478,2.437242315,17.93062059,45.5533291,54.72753992,53.60124229,5.21497405,7.431610045,..,2.769534604,0.702425635
2019,YR2019,IDA only,IDX,63.14289795,..,52.17280431,2.74861224,13.70345548,34.12374395,60.21689904,..,4.633770893,..,..,4.820672343,2.412296252
2019,YR2019,IDA total,IDA,61.36799795,..,47.35530371,2.65280533,15.00413225,37.640568,58.41407479,..,4.813361551,..,..,3.879343618,1.591174206
2019,YR2019,Late-demographic dividend,LTE,66.07380561,..,22.40764568,3.783897007,26.26525467,51.32709982,62.64772356,64.85698963,5.184725991,5.574111936,..,4.646903024,4.170939852
2019,YR2019,Latin America & Caribbean,LCN,63.60531153,63.94997805,14.1773303,4.309846547,20.59864188,65.22402655,58.52716865,58.74045109,7.983433531,8.139604495,..,0.738665341,-0.146113763
2019,YR2019,Latin America & Caribbean (excluding high income),LAC,64.29059092,64.1360083,14.57793696,4.408933809,20.71666573,64.70539587,59.06223719,58.88197445,8.131909089,8.18392807,..,0.68219381,-0.368531072
2019,YR2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,63.87949601,63.95083931,14.17808656,4.294906135,20.70619352,65.1157192,58.70549763,58.74133347,8.099220912,8.138835531,..,0.736702854,-0.171311485
2019,YR2019,Least developed countries: UN classification,LDC,64.19548469,..,54.75899261,2.646453208,12.79309194,32.44792197,61.11522355,..,4.798019691,..,..,4.859785104,2.388856008
2019,YR2019,Low & middle income,LMY,60.06236691,..,31.69782145,3.326014738,22.81925314,45.48292291,56.62809515,57.11527287,5.717488187,6.182382878,..,3.997645555,2.768420109
2019,YR2019,Low income,LIC,65.82117048,..,58.62880836,2.007793493,10.5579854,30.81321098,62.4352555,..,5.144135701,..,..,3.81860776,0.95577854
2019,YR2019,Lower middle income,LMC,53.71154103,53.05090318,37.9587558,2.836753055,22.46363254,39.57760594,50.63322161,49.68841854,5.73089945,6.332283154,..,3.537923897,2.118548999
2019,YR2019,Middle East & North Africa,MEA,46.54429633,..,15.23717739,4.51261381,26.94626994,57.81655376,42.20016838,..,9.333695583,..,..,1.224529048,-0.514225674
2019,YR2019,Middle East & North Africa (excluding high income),MNA,42.88364283,..,19.15658543,5.248219096,26.58822153,54.25519605,38.1969393,..,10.92946844,..,..,1.023238977,-0.692822223
2019,YR2019,Middle East & North Africa (IDA & IBRD countries),TMN,42.86940758,..,19.27291881,5.236848969,26.55469758,54.17238757,38.24976804,..,10.77666537,..,..,1.019871154,-0.686895034
2019,YR2019,Middle income,MIC,59.56480462,56.80114046,29.10942664,3.452711804,23.99770983,46.89286033,56.12635482,57.188132,5.772229193,6.158355983,..,4.000397397,2.953534186
2019,YR2019,North America,NAC,62.95427904,63.41230472,1.661356728,2.360069544,19.57818027,78.76049112,60.50494931,60.93985767,3.889895237,3.89321024,..,2.261827456,1.695218648
2019,YR2019,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,OECD members,OED,60.7221087,60.72198163,4.858936449,3.552184641,22.51379136,72.62728102,57.45162333,57.44730151,5.38572628,5.39724749,..,1.730625039,1.231964078
2019,YR2019,Other small states,OSS,62.29038569,..,19.26468998,2.647087488,25.21513313,55.52017826,56.64838055,..,9.057354533,..,..,2.186157451,0.55469619
2019,YR2019,Pacific island small states,PSS,65.96095571,..,35.2806847,1.160932378,12.50792005,52.21128606,63.97027305,..,3.017993759,..,..,1.012540769,-0.016834644
2019,YR2019,Post-demographic dividend,PST,60.78167717,61.10379444,3.190735248,3.247232373,21.86968968,74.9395861,57.77836601,58.05657132,4.94093117,4.97595717,..,1.690427251,1.399599179
2019,YR2019,Pre-demographic dividend,PRE,64.03518859,..,51.0941581,2.355893267,11.22754662,37.6783,60.56646133,..,5.416747181,..,..,3.197618455,0.391506242
2019,YR2019,Small states,SST,62.48149296,..,18.51425007,2.838500962,23.39478124,58.09097072,57.27796168,..,8.328045054,..,..,1.950026383,0.525731351
2019,YR2019,South Asia,SAS,50.29591677,49.67180063,40.79331714,2.500160585,24.59664109,34.61003012,47.17863417,46.55911022,6.197325053,6.271859947,..,3.940144628,2.76403767
2019,YR2019,South Asia (IDA & IBRD),TSA,50.29591677,49.67180063,40.79331714,2.500160585,24.59664109,34.61003012,47.17863417,46.55911022,6.197325053,6.271859947,..,3.940144628,2.76403767
2019,YR2019,Sub-Saharan Africa,SSF,66.77345485,..,51.58250406,2.340729533,11.41493917,37.00255904,62.72245143,..,6.066772174,..,..,2.591865886,-0.074132298
2019,YR2019,Sub-Saharan Africa (excluding high income),SSA,66.77345485,..,51.58250406,2.340729533,11.41493917,37.00255904,62.72245143,..,6.066772174,..,..,2.589891846,-0.07620817
2019,YR2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,66.77345485,..,51.58250406,2.340729533,11.41493917,37.00255904,62.72245143,..,6.066772174,..,..,2.591865886,-0.074132298
